"type","key","value","id","date","clockIn","clockOut","duration","notes"
"entry","","","da7c2b82-6bb9-4e8c-adb5-a86ff4d213e3","Mar 23, 2024","2024-03-23T11:30:00.000Z","2024-03-23T19:35:00.000Z","08:05:00",""
"entry","","","4838aa1d-8975-4008-8fe7-deca0998ef42","Mar 25, 2024","2024-03-25T12:30:00.000Z","2024-03-25T20:30:00.000Z","08:00:00",""
"entry","","","cccdc14f-fc1d-4796-820d-6c9d5762ff36","Mar 26, 2024","2024-03-26T13:15:00.000Z","2024-03-26T21:50:00.000Z","08:35:00",""
"entry","","","e2810e26-c652-45bb-b5ab-c5f5b32c0495","Mar 27, 2024","2024-03-27T11:15:00.000Z","2024-03-27T19:00:00.000Z","07:45:00","Double route"
"entry","","","e4010095-3273-452e-83f4-83d5f8678adc","Mar 28, 2024","2024-03-28T12:30:00.000Z","2024-03-28T20:20:00.000Z","07:50:00",""
"entry","","","bf6434a1-9855-4fd0-bf67-206113eac25d","Mar 29, 2024","2024-03-29T11:00:00.000Z","2024-03-29T21:15:00.000Z","10:15:00",""
"entry","","","71364b59-e655-43f9-9cf6-b609086c16bc","Mar 30, 2024","2024-03-30T12:30:00.000Z","2024-03-30T22:50:00.000Z","10:20:00",""
"entry","","","14ba7529-9917-4eb6-807c-d733f6e7ee23","Apr 1, 2024","2024-04-01T13:15:00.000Z","2024-04-01T21:15:00.000Z","08:00:00",""
"entry","","","55f93c03-6fda-4846-aead-bda0f9c0a4c2","Apr 2, 2024","2024-04-02T12:00:00.000Z","2024-04-02T20:15:00.000Z","08:15:00",""
"entry","","","deac86af-b798-454a-8ab6-ca269ccaccb9","Apr 3, 2024","2024-04-03T13:00:00.000Z","2024-04-03T22:00:00.000Z","09:00:00",""
"entry","","","85de09eb-cf30-4e89-b0b2-af759aa32886","Apr 4, 2024","2024-04-04T12:15:00.000Z","2024-04-04T20:40:00.000Z","08:25:00",""
"entry","","","b788be78-c501-4b63-a6d7-34ddcacb0e8d","Apr 5, 2024","2024-04-05T13:30:00.000Z","2024-04-05T21:45:00.000Z","08:15:00",""
"entry","","","780fe5fa-d94e-49e2-a610-64425e175ba8","Apr 6, 2024","2024-04-06T13:00:00.000Z","2024-04-06T20:35:00.000Z","07:35:00",""
"entry","","","68487519-c35b-44cb-bb05-6fd4d335136f","Apr 8, 2024","2024-04-08T13:00:00.000Z","2024-04-08T21:35:00.000Z","08:35:00",""
"entry","","","8d2b4cbc-b14c-4ad7-8884-938b127efce9","Apr 9, 2024","2024-04-09T13:00:00.000Z","2024-04-09T21:15:00.000Z","08:15:00",""
"entry","","","bfda3375-7352-4efa-8071-8a89abd8fbb4","Apr 10, 2024","2024-04-10T12:30:00.000Z","2024-04-10T20:30:00.000Z","08:00:00",""
"entry","","","75178f6f-7f2b-4a39-9245-53d010fb77c6","Apr 11, 2024","2024-04-11T12:30:00.000Z","2024-04-11T20:20:00.000Z","07:50:00",""
"entry","","","268a5c9f-f3f8-428c-996d-5f9f8ead67e0","Apr 12, 2024","2024-04-12T12:30:00.000Z","2024-04-12T22:00:00.000Z","09:30:00",""
"entry","","","8a5e9f4f-d652-4e18-9ace-cb0b11ea8ab8","Apr 13, 2024","2024-04-13T13:30:00.000Z","2024-04-13T21:35:00.000Z","08:05:00",""
"entry","","","abf9cd24-c55a-42c4-a383-bd71d8490ea4","Apr 15, 2024","2024-04-15T12:30:00.000Z","2024-04-15T20:40:00.000Z","08:10:00",""
"entry","","","44272a68-c7c4-477a-bae1-0dcbe2c34c53","Apr 16, 2024","2024-04-16T12:00:00.000Z","2024-04-16T20:15:00.000Z","08:15:00",""
"entry","","","9c53553d-e3a7-4e27-80ac-c85da80130a4","Apr 17, 2024","2024-04-17T12:00:00.000Z","2024-04-17T19:35:00.000Z","07:35:00",""
"entry","","","a7993059-1993-47af-94e5-153f0c228598","Apr 18, 2024","2024-04-18T12:00:00.000Z","2024-04-18T19:45:00.000Z","07:45:00",""
"entry","","","84171312-086b-4e48-90b6-fcaee330bf87","Apr 19, 2024","2024-04-19T11:30:00.000Z","2024-04-19T20:10:00.000Z","08:40:00",""
"entry","","","298886ed-8b5a-4257-a958-325b40066375","Apr 20, 2024","2024-04-20T12:00:00.000Z","2024-04-20T19:40:00.000Z","07:40:00",""
"entry","","","bbd70250-0ce7-4d48-ac36-d5b7f869d935","Apr 22, 2024","2024-04-22T13:30:00.000Z","2024-04-22T21:10:00.000Z","07:40:00",""
"entry","","","fa08f2c8-1a52-47a0-b820-2a0ed68482b2","Apr 23, 2024","2024-04-23T12:15:00.000Z","2024-04-23T20:15:00.000Z","08:00:00",""
"entry","","","06b13b73-b4b1-4d61-8f31-bc7443348a7b","Apr 24, 2024","2024-04-24T13:15:00.000Z","2024-04-24T21:30:00.000Z","08:15:00",""
"entry","","","0585a043-9c0f-4287-8ea2-4faf055a5079","Apr 25, 2024","2024-04-25T13:00:00.000Z","2024-04-25T20:30:00.000Z","07:30:00",""
"entry","","","ffda1935-f90c-4c20-b480-90511dce37fb","Apr 26, 2024","2024-04-26T11:30:00.000Z","2024-04-26T20:55:00.000Z","09:25:00",""
"entry","","","89b275ca-cbbb-484e-b4a0-e4410fb61290","Apr 27, 2024","2024-04-27T12:15:00.000Z","2024-04-27T19:55:00.000Z","07:40:00",""
"entry","","","becd9790-195f-41b9-a863-6a6ff947fc8d","Apr 29, 2024","2024-04-29T12:15:00.000Z","2024-04-29T21:45:00.000Z","09:30:00",""
"entry","","","5208c520-29aa-48e4-a613-770319db1f73","Apr 30, 2024","2024-04-30T12:00:00.000Z","2024-04-30T19:55:00.000Z","07:55:00",""
"entry","","","36a44506-e47e-4765-a23d-c62b257cbfed","May 1, 2024","2024-05-01T13:00:00.000Z","2024-05-01T21:10:00.000Z","08:10:00",""
"entry","","","910784e7-deaa-488a-93af-0a97a65849a7","May 2, 2024","2024-05-02T11:00:00.000Z","2024-05-02T19:10:00.000Z","08:10:00",""
"entry","","","c37f5ed8-6036-43f0-b597-8393ee482e62","May 3, 2024","2024-05-03T11:30:00.000Z","2024-05-03T19:05:00.000Z","07:35:00",""
"entry","","","4b4f58e4-0fe5-469f-9a8e-db6dbe62581c","May 4, 2024","2024-05-04T13:30:00.000Z","2024-05-04T21:00:00.000Z","07:30:00",""
"entry","","","6cbe539f-f97f-4da9-b57d-3edaf6f6b42b","May 5, 2024","2024-05-05T12:00:00.000Z","2024-05-05T18:15:00.000Z","06:15:00",""
"entry","","","f7f13a1e-7b95-4016-823f-aa84f8a57bea","May 6, 2024","2024-05-06T12:00:00.000Z","2024-05-06T19:40:00.000Z","07:40:00",""
"entry","","","049f24f8-fba7-4a58-a618-5ce0a150c77f","May 7, 2024","2024-05-07T12:15:00.000Z","2024-05-07T20:30:00.000Z","08:15:00",""
"entry","","","f7cf210a-36f8-433b-aee5-3091bdde0f55","May 8, 2024","2024-05-08T12:00:00.000Z","2024-05-08T20:10:00.000Z","08:10:00",""
"entry","","","c29aa7ae-94cf-4390-b59c-d204607d7eca","May 9, 2024","2024-05-09T12:00:00.000Z","2024-05-09T19:45:00.000Z","07:45:00",""
"entry","","","dd94bacd-26b1-4ab6-b8f9-7188e430ff2c","May 10, 2024","2024-05-10T12:00:00.000Z","2024-05-10T19:50:00.000Z","07:50:00",""
"entry","","","3c270f0f-3153-43a3-adc7-be6c7e1dabc2","May 11, 2024","2024-05-11T13:00:00.000Z","2024-05-11T22:40:00.000Z","09:40:00",""
"entry","","","34935f3c-8348-426a-89e6-2aa845010789","May 13, 2024","2024-05-13T12:00:00.000Z","2024-05-13T19:35:00.000Z","07:35:00",""
"entry","","","06ed730c-b34b-4c66-ba39-5848a42fc2ee","May 14, 2024","2024-05-14T12:00:00.000Z","2024-05-14T20:10:00.000Z","08:10:00","Express delivery"
"entry","","","0ddb8d3a-1ef5-4437-b4b3-57a1ddc607a4","May 15, 2024","2024-05-15T12:30:00.000Z","2024-05-15T21:25:00.000Z","08:55:00",""
"entry","","","0f2b3928-c300-4957-8f27-72887c0c7eab","May 16, 2024","2024-05-16T12:15:00.000Z","2024-05-16T20:10:00.000Z","07:55:00",""
"entry","","","55650d2b-3582-401f-9676-5115da1cb600","May 17, 2024","2024-05-17T12:30:00.000Z","2024-05-17T21:10:00.000Z","08:40:00",""
"entry","","","ac6c2077-a167-4467-9ba0-c1b7a26c08b7","May 18, 2024","2024-05-18T12:00:00.000Z","2024-05-18T20:05:00.000Z","08:05:00",""
"entry","","","0339f4d1-0ed0-44f7-85b3-fc94544760c9","May 20, 2024","2024-05-20T11:00:00.000Z","2024-05-20T19:35:00.000Z","08:35:00",""
"entry","","","39da75f8-e9a3-4962-b778-39aa8e545968","May 21, 2024","2024-05-21T12:00:00.000Z","2024-05-21T20:00:00.000Z","08:00:00",""
"entry","","","f27af0c5-f8a7-4f3f-83f1-c248417f9ad6","May 22, 2024","2024-05-22T12:30:00.000Z","2024-05-22T20:10:00.000Z","07:40:00",""
"entry","","","93becbfb-0145-4669-9196-8b788ed5948a","May 23, 2024","2024-05-23T12:15:00.000Z","2024-05-23T19:50:00.000Z","07:35:00","Double route"
"entry","","","78a4b5a3-dc63-4cd0-8f5b-e38141221712","May 24, 2024","2024-05-24T12:00:00.000Z","2024-05-24T19:40:00.000Z","07:40:00",""
"entry","","","5d5800b9-1351-4119-b56e-055a9151f0ed","May 25, 2024","2024-05-25T12:00:00.000Z","2024-05-25T19:55:00.000Z","07:55:00",""
"entry","","","82a12bbc-75b6-41c1-9db3-0c4a46e101f5","May 27, 2024","2024-05-27T11:15:00.000Z","2024-05-27T18:50:00.000Z","07:35:00",""
"entry","","","add729a8-c557-4515-8def-f72ba164bf6c","May 28, 2024","2024-05-28T13:30:00.000Z","2024-05-28T21:30:00.000Z","08:00:00",""
"entry","","","e385ec04-4ad4-4314-bb33-12a3f04674c6","May 30, 2024","2024-05-30T12:00:00.000Z","2024-05-30T19:50:00.000Z","07:50:00",""
"entry","","","e0928fb5-716a-4f8b-87da-c673bc965a1b","May 31, 2024","2024-05-31T11:00:00.000Z","2024-05-31T20:30:00.000Z","09:30:00",""
"entry","","","e1caee9f-e0a5-444e-aac6-b669793db22c","Jun 1, 2024","2024-06-01T12:00:00.000Z","2024-06-01T20:15:00.000Z","08:15:00",""
"entry","","","7efefe56-e165-4105-9563-1bb0062a879c","Jun 3, 2024","2024-06-03T12:00:00.000Z","2024-06-03T20:05:00.000Z","08:05:00",""
"entry","","","bed76c9d-12db-46b7-9fb5-51976a88ab9b","Jun 4, 2024","2024-06-04T12:30:00.000Z","2024-06-04T21:55:00.000Z","09:25:00",""
"entry","","","9b4dd37b-e3c1-440c-a456-893c38fddf02","Jun 5, 2024","2024-06-05T13:00:00.000Z","2024-06-05T21:55:00.000Z","08:55:00",""
"entry","","","06b818b1-3b17-4fe9-9525-353ef8536bce","Jun 6, 2024","2024-06-06T12:00:00.000Z","2024-06-06T20:40:00.000Z","08:40:00",""
"entry","","","45e4f459-e8b0-4616-91c5-29fb65c7eea4","Jun 7, 2024","2024-06-07T12:30:00.000Z","2024-06-07T20:35:00.000Z","08:05:00","Split route"
"entry","","","88e8cb53-4708-4a02-ab81-5b5db9055322","Jun 8, 2024","2024-06-08T12:00:00.000Z","2024-06-08T20:20:00.000Z","08:20:00",""
"entry","","","df1f77cc-362a-44c7-aa08-fb84fcc2e2a5","Jun 10, 2024","2024-06-10T12:00:00.000Z","2024-06-10T20:00:00.000Z","08:00:00",""
"entry","","","e33882a8-c8b4-4037-8092-ea77a10b0bf4","Jun 11, 2024","2024-06-11T11:30:00.000Z","2024-06-11T19:20:00.000Z","07:50:00",""
"entry","","","4937998c-684a-45e9-b676-8bbe132c20f9","Jun 12, 2024","2024-06-12T12:30:00.000Z","2024-06-12T20:45:00.000Z","08:15:00",""
"entry","","","1adc05e2-d7ca-42a0-ae16-34ef8b99a95e","Jun 13, 2024","2024-06-13T12:00:00.000Z","2024-06-13T19:40:00.000Z","07:40:00",""
"entry","","","03eb207c-843a-4558-8ea9-030912fe1eb1","Jun 14, 2024","2024-06-14T12:30:00.000Z","2024-06-14T23:00:00.000Z","10:30:00",""
"entry","","","5387409c-509e-4bcf-88d7-5032f56d9604","Jun 15, 2024","2024-06-15T13:15:00.000Z","2024-06-15T20:50:00.000Z","07:35:00",""
"entry","","","734f31e8-c026-484e-b672-0d07ad08fafe","Jun 17, 2024","2024-06-17T12:00:00.000Z","2024-06-17T19:50:00.000Z","07:50:00",""
"entry","","","df077c68-03f7-45ca-a750-68210238537d","Jun 18, 2024","2024-06-18T12:00:00.000Z","2024-06-18T22:20:00.000Z","10:20:00",""
"entry","","","45c463ef-c91e-405d-950b-5e183ad02aae","Jun 20, 2024","2024-06-20T11:30:00.000Z","2024-06-20T19:15:00.000Z","07:45:00",""
"entry","","","0ddb6b6c-7344-4024-bd36-22808a820fe3","Jun 21, 2024","2024-06-21T12:15:00.000Z","2024-06-21T20:15:00.000Z","08:00:00",""
"entry","","","482a942e-142a-4779-a099-0b91c517fd26","Jun 22, 2024","2024-06-22T11:30:00.000Z","2024-06-22T19:40:00.000Z","08:10:00",""
"entry","","","c8740689-af32-41ab-89ed-baa854510875","Jun 24, 2024","2024-06-24T13:00:00.000Z","2024-06-24T20:55:00.000Z","07:55:00",""
"entry","","","5a455f81-7da8-4af7-9b5f-ec1d0c9db281","Jun 25, 2024","2024-06-25T12:15:00.000Z","2024-06-25T20:40:00.000Z","08:25:00",""
"entry","","","2f56b819-74c8-4c23-b6a4-caf418e2dc06","Jun 26, 2024","2024-06-26T12:00:00.000Z","2024-06-26T19:50:00.000Z","07:50:00","Express delivery"
"entry","","","64b5df41-0cb0-4f0b-a263-72402f4983e7","Jun 27, 2024","2024-06-27T12:00:00.000Z","2024-06-27T21:05:00.000Z","09:05:00",""
"entry","","","7160fddc-36b2-458a-a34a-94683cad3ea7","Jun 28, 2024","2024-06-28T12:00:00.000Z","2024-06-28T20:10:00.000Z","08:10:00",""
"entry","","","ec38ffa8-0b48-44dc-af15-67a37edee755","Jun 29, 2024","2024-06-29T12:30:00.000Z","2024-06-29T20:05:00.000Z","07:35:00",""
"entry","","","bddb091e-f65c-4250-ba8a-d3cac747be7a","Jul 1, 2024","2024-07-01T12:00:00.000Z","2024-07-01T21:40:00.000Z","09:40:00",""
"entry","","","660a0dab-7e91-4fdf-b21f-e79fa975a9c7","Jul 2, 2024","2024-07-02T12:00:00.000Z","2024-07-02T20:00:00.000Z","08:00:00",""
"entry","","","965b4304-a18f-4ab7-88f4-d0d44efcbe2c","Jul 3, 2024","2024-07-03T12:15:00.000Z","2024-07-03T20:05:00.000Z","07:50:00",""
"entry","","","bac97861-f06d-4985-a217-582c90d30e66","Jul 5, 2024","2024-07-05T13:00:00.000Z","2024-07-05T21:45:00.000Z","08:45:00",""
"entry","","","cdb09beb-8eff-46ab-a1a8-c4f44231ce0e","Jul 6, 2024","2024-07-06T12:00:00.000Z","2024-07-06T22:00:00.000Z","10:00:00",""
"entry","","","c6d207de-4741-4a26-bdbd-491b7a0877a7","Jul 8, 2024","2024-07-08T12:30:00.000Z","2024-07-08T20:30:00.000Z","08:00:00",""
"entry","","","d8f55f69-8237-45ce-90e2-f64a26b3a98c","Jul 9, 2024","2024-07-09T12:00:00.000Z","2024-07-09T21:05:00.000Z","09:05:00",""
"entry","","","47be6145-ce7b-4d38-936f-1aabb38a4a51","Jul 10, 2024","2024-07-10T12:00:00.000Z","2024-07-10T19:50:00.000Z","07:50:00",""
"entry","","","16230649-afe1-4a7b-947a-2e0d3bf0d7db","Jul 11, 2024","2024-07-11T12:00:00.000Z","2024-07-11T20:30:00.000Z","08:30:00",""
"entry","","","42ff67c4-bec9-41da-89d0-18283523b839","Jul 12, 2024","2024-07-12T12:00:00.000Z","2024-07-12T20:40:00.000Z","08:40:00",""
"entry","","","e15e1291-f431-48bc-bd0a-2efcfd19a121","Jul 13, 2024","2024-07-13T12:30:00.000Z","2024-07-13T21:05:00.000Z","08:35:00",""
"entry","","","34c21c92-3e9f-4c96-85f8-4b18d2e86275","Jul 15, 2024","2024-07-15T12:15:00.000Z","2024-07-15T21:35:00.000Z","09:20:00",""
"entry","","","c20c4b1d-b4b5-48ce-aafd-5f9adb347d01","Jul 16, 2024","2024-07-16T12:30:00.000Z","2024-07-16T20:30:00.000Z","08:00:00",""
"entry","","","c85bcc4f-6842-4334-985c-c2e708587e0d","Jul 17, 2024","2024-07-17T12:00:00.000Z","2024-07-17T21:05:00.000Z","09:05:00",""
"entry","","","15400329-6f27-4ade-997a-8bb2ad02058f","Jul 18, 2024","2024-07-18T12:00:00.000Z","2024-07-18T20:00:00.000Z","08:00:00",""
"entry","","","4e9038e9-f6d0-42f7-91f6-3533cd257bc3","Jul 19, 2024","2024-07-19T13:30:00.000Z","2024-07-19T21:55:00.000Z","08:25:00",""
"entry","","","d6c64d0a-9afe-4fab-a2ac-840a5ca12860","Jul 20, 2024","2024-07-20T11:00:00.000Z","2024-07-20T20:20:00.000Z","09:20:00",""
"entry","","","bacf1ac1-ebaa-4404-954f-9b1256f2266d","Jul 22, 2024","2024-07-22T13:30:00.000Z","2024-07-22T21:05:00.000Z","07:35:00",""
"entry","","","27e761bc-152f-497a-ad89-1bff1218ec8a","Jul 23, 2024","2024-07-23T12:00:00.000Z","2024-07-23T21:10:00.000Z","09:10:00",""
"entry","","","e5376b56-62d0-415d-b85e-d240d6f170bc","Jul 24, 2024","2024-07-24T12:00:00.000Z","2024-07-24T19:50:00.000Z","07:50:00",""
"entry","","","715a6e1f-60c5-46ab-a8d7-5471415c7c76","Jul 25, 2024","2024-07-25T13:00:00.000Z","2024-07-25T21:45:00.000Z","08:45:00",""
"entry","","","bce9e6d1-966d-45d1-bc01-af49a897ae42","Jul 26, 2024","2024-07-26T11:30:00.000Z","2024-07-26T19:45:00.000Z","08:15:00",""
"entry","","","5b966149-162c-4688-8aa0-1d758bc6426d","Jul 27, 2024","2024-07-27T12:00:00.000Z","2024-07-27T19:55:00.000Z","07:55:00",""
"entry","","","d65efcee-3ac0-431c-b9cb-c051fdb3eaa4","Jul 29, 2024","2024-07-29T12:00:00.000Z","2024-07-29T20:00:00.000Z","08:00:00",""
"entry","","","c03af0b6-d0d1-4c2e-bd5b-fac77e49344d","Jul 31, 2024","2024-07-31T12:15:00.000Z","2024-07-31T20:30:00.000Z","08:15:00",""
"entry","","","d2516401-3867-4117-9422-0ea6410f88f3","Aug 1, 2024","2024-08-01T12:30:00.000Z","2024-08-01T20:40:00.000Z","08:10:00",""
"entry","","","1d6e4e78-cf65-4db1-8384-72d7712a870e","Aug 2, 2024","2024-08-02T12:00:00.000Z","2024-08-02T20:10:00.000Z","08:10:00",""
"entry","","","c3e49806-3dfa-4faa-89d4-158bcbc1b4b4","Aug 3, 2024","2024-08-03T12:30:00.000Z","2024-08-03T21:10:00.000Z","08:40:00",""
"entry","","","7c93ea06-06ac-465c-be48-d21d98dc61ad","Aug 4, 2024","2024-08-04T12:00:00.000Z","2024-08-04T18:40:00.000Z","06:40:00","Light day"
"entry","","","9bb91c15-67db-46f3-84be-4ad90928abcc","Aug 5, 2024","2024-08-05T12:00:00.000Z","2024-08-05T19:40:00.000Z","07:40:00",""
"entry","","","2fc72dec-2717-464c-8b95-5d2a1a9a11e5","Aug 6, 2024","2024-08-06T12:00:00.000Z","2024-08-06T21:20:00.000Z","09:20:00",""
"entry","","","04b3498f-439d-429c-9a5e-c4d1b1f874a6","Aug 7, 2024","2024-08-07T12:30:00.000Z","2024-08-07T20:25:00.000Z","07:55:00","Heavy parcels today"
"entry","","","d3651b83-fdea-45e9-a735-e27615ed1954","Aug 8, 2024","2024-08-08T12:00:00.000Z","2024-08-08T20:25:00.000Z","08:25:00",""
"entry","","","3b742953-5168-4c79-b5f0-87e583aaff47","Aug 9, 2024","2024-08-09T13:00:00.000Z","2024-08-09T22:20:00.000Z","09:20:00",""
"entry","","","35ef5c81-58d7-4dba-b64d-637632bd5c5a","Aug 10, 2024","2024-08-10T12:15:00.000Z","2024-08-10T19:50:00.000Z","07:35:00",""
"entry","","","5acca34e-6b6f-4171-8711-401de6b75a86","Aug 11, 2024","2024-08-11T12:30:00.000Z","2024-08-11T19:50:00.000Z","07:20:00","Heavy parcels today"
"entry","","","153b9a12-a628-4fb3-ba36-ce83e4e68184","Aug 12, 2024","2024-08-12T12:00:00.000Z","2024-08-12T20:35:00.000Z","08:35:00",""
"entry","","","535f4a45-a34c-431e-b5ee-70879fb25e18","Aug 13, 2024","2024-08-13T13:15:00.000Z","2024-08-13T20:55:00.000Z","07:40:00",""
"entry","","","01592f5b-3165-4685-92ef-ef4f9ccd854f","Aug 14, 2024","2024-08-14T13:00:00.000Z","2024-08-14T23:40:00.000Z","10:40:00",""
"entry","","","bd7037f0-7c4e-405e-80f2-ae2ad9e45563","Aug 15, 2024","2024-08-15T12:00:00.000Z","2024-08-15T19:40:00.000Z","07:40:00",""
"entry","","","e19fbc58-6e03-4e17-a81b-67bcaea93890","Aug 16, 2024","2024-08-16T11:30:00.000Z","2024-08-16T19:10:00.000Z","07:40:00","Route coverage"
"entry","","","6922ba27-efe1-4029-8915-eee98a116929","Aug 17, 2024","2024-08-17T12:00:00.000Z","2024-08-17T20:45:00.000Z","08:45:00",""
"entry","","","da0411df-0f93-496f-865c-21f4e30dfd8a","Aug 19, 2024","2024-08-19T12:30:00.000Z","2024-08-19T20:05:00.000Z","07:35:00",""
"entry","","","6109181d-bd05-432a-9e45-5bb0a575d7f1","Aug 20, 2024","2024-08-20T13:00:00.000Z","2024-08-20T20:50:00.000Z","07:50:00",""
"entry","","","325895b4-4061-410f-8517-43c2a18bc5f8","Aug 21, 2024","2024-08-21T12:00:00.000Z","2024-08-21T19:50:00.000Z","07:50:00",""
"entry","","","c58f8c64-fd9b-430b-ab86-9bf0c6b035d8","Aug 22, 2024","2024-08-22T12:15:00.000Z","2024-08-22T20:15:00.000Z","08:00:00",""
"entry","","","e6568823-b3c1-4088-ab38-38ba997885a5","Aug 23, 2024","2024-08-23T12:00:00.000Z","2024-08-23T20:00:00.000Z","08:00:00",""
"entry","","","ce37b405-6922-4eae-af97-15cdad51b41f","Aug 24, 2024","2024-08-24T13:30:00.000Z","2024-08-24T21:35:00.000Z","08:05:00",""
"entry","","","2af3dd05-ffda-406c-8ad1-bb2b5c502c0b","Aug 26, 2024","2024-08-26T13:30:00.000Z","2024-08-26T23:20:00.000Z","09:50:00","Mandatory overtime"
"entry","","","dcc203d4-6edc-4e88-93c3-cec797ebfac5","Aug 27, 2024","2024-08-27T11:30:00.000Z","2024-08-27T22:00:00.000Z","10:30:00",""
"entry","","","0ed6bec0-2d1b-4ffd-958c-a37d1f73c9a6","Aug 28, 2024","2024-08-28T11:30:00.000Z","2024-08-28T19:05:00.000Z","07:35:00",""
"entry","","","1bd619e9-6bb1-48dd-a6ff-9d4e08274770","Aug 29, 2024","2024-08-29T12:00:00.000Z","2024-08-29T19:55:00.000Z","07:55:00",""
"entry","","","21920e24-e351-4352-b747-ff6274f3543e","Aug 30, 2024","2024-08-30T12:15:00.000Z","2024-08-30T20:25:00.000Z","08:10:00",""
"entry","","","55a6f16e-e2d8-4361-b07c-002e2c712cfe","Aug 31, 2024","2024-08-31T11:30:00.000Z","2024-08-31T20:10:00.000Z","08:40:00",""
"entry","","","eddb247a-8112-4a31-a803-e5decb7a6e52","Sep 2, 2024","2024-09-02T12:00:00.000Z","2024-09-02T19:35:00.000Z","07:35:00",""
"entry","","","ad96e9d7-f2f6-4827-93e5-41e6b765c609","Sep 3, 2024","2024-09-03T12:30:00.000Z","2024-09-03T23:00:00.000Z","10:30:00",""
"entry","","","82454c84-0dd5-4d49-8875-98477fa82ad1","Sep 5, 2024","2024-09-05T12:00:00.000Z","2024-09-05T19:55:00.000Z","07:55:00","Express delivery"
"entry","","","14590913-e53f-4baf-83dc-3f0628b9c973","Sep 6, 2024","2024-09-06T12:30:00.000Z","2024-09-06T20:20:00.000Z","07:50:00",""
"entry","","","bf5dddf5-91ed-4760-be20-40407d3a20d0","Sep 7, 2024","2024-09-07T12:00:00.000Z","2024-09-07T20:40:00.000Z","08:40:00",""
"entry","","","77f398b2-977b-4901-9de9-df6288890aab","Sep 9, 2024","2024-09-09T11:30:00.000Z","2024-09-09T19:40:00.000Z","08:10:00",""
"entry","","","d1bb6328-70be-4966-96b2-741a4b66203d","Sep 10, 2024","2024-09-10T11:30:00.000Z","2024-09-10T19:35:00.000Z","08:05:00",""
"entry","","","9e1e3b95-18fe-492b-b1ca-15088a3470a7","Sep 11, 2024","2024-09-11T13:15:00.000Z","2024-09-11T20:50:00.000Z","07:35:00",""
"entry","","","e3f37f00-0bad-4897-81b1-3634c358524f","Sep 12, 2024","2024-09-12T12:00:00.000Z","2024-09-12T21:25:00.000Z","09:25:00",""
"entry","","","8e1164ab-4869-4f86-b926-9b8d5eb076c7","Sep 13, 2024","2024-09-13T13:00:00.000Z","2024-09-13T20:55:00.000Z","07:55:00",""
"entry","","","9d9184e7-516d-4446-9823-f647d7ac2f8e","Sep 14, 2024","2024-09-14T12:00:00.000Z","2024-09-14T20:15:00.000Z","08:15:00",""
"entry","","","211fa7fc-6ce9-46d3-bc75-214dbc05e53e","Sep 16, 2024","2024-09-16T12:30:00.000Z","2024-09-16T21:00:00.000Z","08:30:00",""
"entry","","","81e24ef4-8637-4793-ad4b-73c136490f96","Sep 17, 2024","2024-09-17T13:00:00.000Z","2024-09-17T21:40:00.000Z","08:40:00",""
"entry","","","8db7b741-8728-411b-895d-df6a272a89c2","Sep 18, 2024","2024-09-18T12:15:00.000Z","2024-09-18T20:00:00.000Z","07:45:00",""
"entry","","","9aab2448-3fbf-4009-9006-6f590d68f1f2","Sep 19, 2024","2024-09-19T12:00:00.000Z","2024-09-19T20:05:00.000Z","08:05:00",""
"entry","","","3ead90b7-64fc-4428-bcb3-085029af7332","Sep 20, 2024","2024-09-20T12:00:00.000Z","2024-09-20T20:30:00.000Z","08:30:00",""
"entry","","","a01885cd-3ef2-46cd-b288-0c309916c5e0","Sep 21, 2024","2024-09-21T12:30:00.000Z","2024-09-21T20:15:00.000Z","07:45:00",""
"entry","","","e9e4d875-9fc9-49ad-9f9b-c75b7eb9b69c","Sep 23, 2024","2024-09-23T13:30:00.000Z","2024-09-23T21:55:00.000Z","08:25:00",""
"entry","","","bb15a3bd-44cf-4204-a5f6-f581484d0428","Sep 24, 2024","2024-09-24T12:00:00.000Z","2024-09-24T20:05:00.000Z","08:05:00",""
"entry","","","e92869d1-df0c-4dc1-8ee1-37b6f3e52cfa","Sep 25, 2024","2024-09-25T12:30:00.000Z","2024-09-25T20:30:00.000Z","08:00:00",""
"entry","","","3e07e0e8-079c-4439-9372-4b52cf6f4f40","Sep 26, 2024","2024-09-26T12:00:00.000Z","2024-09-26T22:05:00.000Z","10:05:00",""
"entry","","","2aa4787a-eb6d-4c4a-9414-e314015fa9a3","Sep 27, 2024","2024-09-27T12:00:00.000Z","2024-09-27T20:10:00.000Z","08:10:00",""
"entry","","","97adde25-0c95-4a4f-b089-528e92ba554e","Sep 28, 2024","2024-09-28T12:30:00.000Z","2024-09-28T20:00:00.000Z","07:30:00",""
"entry","","","db7c3452-bc20-4ee5-aa6f-ad802dfba7a1","Sep 30, 2024","2024-09-30T12:00:00.000Z","2024-09-30T19:35:00.000Z","07:35:00",""
"entry","","","da24606e-85da-42da-82fc-a4b929f71438","Oct 1, 2024","2024-10-01T12:15:00.000Z","2024-10-01T20:10:00.000Z","07:55:00",""
"entry","","","4b6ec101-d019-49aa-bd03-cabf9f672195","Oct 2, 2024","2024-10-02T12:00:00.000Z","2024-10-02T21:05:00.000Z","09:05:00",""
